city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount
0,150,3,4,2,9,acept,not furnished,3400
1,40,1,1,1,2,acept,not furnished,2803
1,300,4,4,5,11,acept,not furnished,11000
1,250,4,3,4,0,acept,not furnished,7200
1,80,2,1,0,1,acept,furnished,3000
1,109,1,1,2,5,not acept,furnished,11500
0,47,1,1,0,3,not acept,not furnished,530
0,72,3,3,1,10,not acept,not furnished,1700
1,35,1,1,0,0,not acept,not furnished,1900
1,200,4,2,1,0,not acept,not furnished,2500
1,20,1,1,0,0,not acept,not furnished,790
1,49,2,1,1,15,acept,not furnished,1300
1,213,2,2,3,0,acept,not furnished,5150
1,110,3,3,1,10,acept,furnished,4800
1,40,1,1,0,0,not acept,not furnished,870
1,38,1,1,0,1,acept,not furnished,1350
1,40,1,1,1,10,acept,furnished,2829
1,188,3,3,3,4,acept,furnished,8000
1,90,1,1,1,13,acept,not furnished,2107
0,415,4,4,6,1,acept,not furnished,9500
1,500,3,2,8,0,acept,not furnished,4000
0,135,3,2,1,7,acept,furnished,3100
1,130,2,2,2,0,acept,not furnished,2500
1,90,1,2,2,9,acept,furnished,2900
1,79,1,2,2,25,not acept,furnished,5500
1,160,3,3,0,0,not acept,not furnished,5000
1,130,3,2,2,0,acept,furnished,3000
1,256,3,5,4,13,acept,furnished,9000
1,70,2,1,1,7,not acept,not furnished,1433
1,220,4,2,2,3,not acept,not furnished,8000
1,35,1,1,0,1,not acept,not furnished,1305
1,73,3,2,2,1,acept,not furnished,2500
1,180,3,3,1,14,acept,not furnished,5000
1,45,1,1,1,3,acept,furnished,2450
1,260,2,2,2,0,not acept,not furnished,3800
1,44,1,1,0,1,acept,not furnished,1400
1,60,2,2,1,11,not acept,furnished,3500
1,101,3,3,2,16,acept,furnished,7500
1,28,1,1,0,0,not acept,furnished,1650
1,38,1,1,1,16,acept,furnished,2500
0,103,3,2,1,9,not acept,not furnished,1800
1,126,4,3,2,4,not acept,not furnished,4500
1,70,3,2,1,7,acept,not furnished,2800
1,60,1,2,0,0,acept,not furnished,1062
0,80,3,1,1,1,acept,not furnished,1250
1,97,3,2,2,2,not acept,not furnished,2600
1,287,3,4,4,0,acept,furnished,9000
1,300,4,2,4,27,acept,not furnished,10000
1,470,4,5,4,0,acept,furnished,10200
1,70,2,1,0,0,acept,not furnished,3000
1,320,3,5,0,10,not acept,not furnished,6000
1,50,1,1,1,4,acept,furnished,3223
0,70,2,1,0,2,acept,not furnished,700
1,380,4,7,7,15,acept,not furnished,15000
1,170,3,3,3,8,acept,furnished,2800
1,55,2,1,1,11,acept,furnished,1700
1,100,2,1,1,0,acept,not furnished,3800
1,160,3,3,2,8,acept,not furnished,4075
1,240,4,5,4,2,acept,furnished,7000
1,180,4,4,4,68,acept,not furnished,7000
1,150,2,3,1,25,acept,furnished,7600
1,49,2,1,1,13,acept,not furnished,1606
1,125,3,3,1,6,acept,furnished,5500
1,59,2,1,1,9,acept,not furnished,1300
1,145,3,3,1,5,acept,furnished,6600
1,70,1,1,0,0,not acept,not furnished,1086
1,217,4,4,3,3,acept,furnished,5000
1,178,3,4,4,6,acept,furnished,10200
1,95,3,2,1,7,acept,not furnished,2300
1,102,3,3,2,9,acept,not furnished,3762
1,80,2,2,1,0,not acept,not furnished,2188
1,212,3,3,2,17,acept,not furnished,5750
1,34,1,1,1,15,not acept,furnished,2900
1,300,4,4,4,3,acept,not furnished,6700
1,220,3,4,3,12,acept,furnished,8000
1,54,1,1,0,8,acept,furnished,3949
1,65,2,1,1,12,acept,furnished,1700
1,45,1,1,0,0,acept,not furnished,1500
1,26,1,1,1,3,acept,furnished,1396
1,52,2,2,1,4,not acept,not furnished,1499
1,32,1,1,0,9,acept,not furnished,1300
1,130,2,1,0,1,acept,not furnished,2150
1,23,1,1,0,23,acept,not furnished,2100
1,200,3,2,3,0,acept,not furnished,2900
1,157,3,2,0,7,acept,not furnished,4500
1,130,3,2,1,2,not acept,not furnished,4500
1,82,2,2,0,3,not acept,not furnished,1400
1,100,1,1,0,0,acept,furnished,2720
1,845,5,9,6,0,acept,furnished,8499
1,70,2,2,1,2,acept,not furnished,2200
1,100,2,3,1,11,acept,furnished,9800
1,110,2,1,0,8,acept,not furnished,1500
0,46,1,1,1,10,acept,not furnished,580
1,250,3,4,2,0,acept,not furnished,6000
1,27,1,1,1,6,acept,not furnished,1247
1,140,3,3,1,2,acept,furnished,3000
1,77,2,1,1,5,acept,not furnished,3100
1,550,4,5,5,0,acept,not furnished,5000
1,50,2,1,1,8,acept,not furnished,1700
1,42,1,1,1,17,not acept,furnished,1900
1,420,5,6,3,13,acept,not furnished,10000
1,203,3,3,4,3,acept,not furnished,7000
1,180,2,2,2,0,acept,furnished,3084
1,270,3,4,4,4,acept,furnished,4800
1,180,3,3,2,1,acept,not furnished,7200
1,24,2,2,1,13,acept,not furnished,5500
1,62,2,1,1,7,acept,not furnished,1800
1,85,2,2,2,5,not acept,not furnished,5646
1,120,3,2,2,19,acept,furnished,4500
0,47,2,1,1,4,acept,not furnished,900
0,180,3,2,1,11,acept,not furnished,2200
1,216,4,4,3,3,not acept,furnished,8000
1,300,5,6,4,0,acept,not furnished,8700
1,226,3,3,0,0,acept,furnished,6000
1,70,1,1,0,0,not acept,not furnished,1520
0,100,2,2,0,0,acept,not furnished,1700
1,23,1,1,0,23,acept,not furnished,2050
1,600,4,3,3,1,acept,not furnished,3750
0,550,3,7,8,0,acept,not furnished,7700
1,30,1,1,0,2,not acept,not furnished,870
1,126,4,2,2,4,acept,not furnished,3000
1,340,4,4,0,0,acept,not furnished,4000
1,239,4,4,4,15,acept,not furnished,5500
1,50,1,1,1,25,acept,furnished,3445
1,600,4,4,4,9,acept,not furnished,8500
0,63,1,1,0,6,acept,furnished,1280
1,62,2,1,1,12,not acept,furnished,1236
0,202,3,2,4,0,acept,not furnished,3500
1,275,4,5,4,1,acept,not furnished,9700
1,44,1,1,1,9,acept,furnished,1900
1,69,2,1,1,5,acept,not furnished,1600
1,48,1,1,2,15,not acept,furnished,6800
1,90,3,2,1,4,acept,not furnished,2066
1,140,3,2,2,13,not acept,not furnished,2000
1,100,1,2,2,13,acept,furnished,3220
1,242,5,3,2,0,acept,not furnished,4250
1,130,3,4,3,7,acept,not furnished,2400
1,47,1,1,1,8,not acept,not furnished,1350
1,100,2,3,2,7,acept,furnished,4000
1,88,2,4,2,8,acept,not furnished,2500
1,20,1,1,0,3,acept,furnished,1800
1,40,1,1,0,0,not acept,not furnished,1300
1,43,1,1,1,5,not acept,not furnished,3200
1,100,3,2,0,14,acept,not furnished,2500
1,110,3,2,2,2,acept,not furnished,5500
1,25,1,1,0,0,not acept,not furnished,1000
1,48,2,1,0,8,not acept,not furnished,2000
1,130,3,3,4,9,not acept,not furnished,2210
1,23,1,1,0,23,acept,not furnished,2100
1,62,3,1,1,8,acept,not furnished,1260
1,38,1,1,0,0,not acept,not furnished,1650
1,100,1,2,2,11,acept,not furnished,5850
1,190,3,3,2,0,acept,furnished,11000
1,37,1,1,0,6,acept,not furnished,1100
1,240,3,4,5,9,acept,not furnished,6400
1,120,3,2,2,5,acept,not furnished,1900
1,130,3,2,2,1,acept,furnished,3500
1,80,3,1,1,10,not acept,furnished,1400
0,80,1,1,1,7,acept,not furnished,3000
1,58,2,1,0,16,not acept,furnished,4200
1,110,2,2,1,6,not acept,not furnished,3960
1,40,1,1,1,7,acept,not furnished,2400
1,362,4,5,2,0,acept,not furnished,7000
1,412,3,5,6,21,acept,not furnished,3952
1,160,3,3,4,3,acept,not furnished,5000
1,55,2,1,0,5,acept,furnished,2400
1,200,3,4,4,0,acept,not furnished,4500
1,165,3,2,3,16,acept,not furnished,3730
1,65,2,1,0,0,acept,not furnished,1300
0,230,3,5,4,6,acept,not furnished,7500
1,86,2,1,1,1,acept,not furnished,3320
1,122,3,2,1,17,acept,not furnished,3860
1,51,2,1,1,0,acept,not furnished,1800
1,94,3,2,2,1,acept,not furnished,3570
0,80,2,2,1,5,acept,not furnished,1150
1,85,2,2,0,17,acept,furnished,6000
1,130,3,2,1,9,not acept,not furnished,4500
1,23,1,1,0,23,acept,not furnished,2100
1,60,1,1,0,0,acept,not furnished,1000
1,75,1,2,0,4,acept,not furnished,2100
1,55,3,1,1,7,acept,furnished,1800
1,240,3,4,3,8,acept,not furnished,7000
1,119,3,2,1,7,acept,not furnished,3500
1,278,4,3,3,3,acept,not furnished,10000
1,69,3,2,1,8,acept,not furnished,2000
0,100,2,2,1,11,acept,not furnished,2000
1,55,2,1,1,9,not acept,not furnished,1750
1,76,2,1,0,2,acept,not furnished,2290
1,200,3,4,3,19,acept,furnished,8500
0,86,2,2,1,2,acept,not furnished,1250
1,87,2,2,1,11,acept,not furnished,5000
1,80,2,1,2,0,acept,not furnished,2000
1,57,2,1,1,7,acept,not furnished,1500
0,35,1,1,0,8,acept,not furnished,500
1,60,2,1,1,6,acept,not furnished,1200
1,180,2,1,0,0,acept,not furnished,2300
0,45,1,1,1,2,acept,not furnished,1100
1,320,8,4,0,0,acept,not furnished,11000
1,350,5,4,3,16,acept,not furnished,15000
1,67,2,1,0,3,acept,not furnished,1050
1,178,3,3,3,8,acept,furnished,8300
0,54,2,1,1,3,acept,not furnished,1099
1,50,1,1,0,0,acept,not furnished,900
1,450,4,5,7,0,acept,furnished,12000
0,138,3,4,3,16,acept,not furnished,5200
1,129,3,4,3,6,acept,furnished,2500
1,118,3,3,2,17,acept,furnished,3890
1,340,4,5,4,2,not acept,furnished,5500
1,383,4,5,6,0,acept,not furnished,10200
1,13,1,1,0,1,acept,not furnished,2200
1,167,3,2,1,14,acept,furnished,9500
1,399,3,5,4,21,acept,not furnished,12000
0,46,1,1,1,4,not acept,furnished,1100
1,74,3,2,2,15,acept,not furnished,1450
1,800,5,4,8,0,acept,not furnished,14200
1,180,3,4,3,15,acept,not furnished,8900
1,180,3,3,1,8,not acept,not furnished,6000
1,303,4,5,1,0,acept,furnished,9000
1,45,1,1,1,2,not acept,furnished,2970
1,220,3,2,2,13,acept,not furnished,3800
0,70,2,1,1,7,acept,not furnished,1300
1,101,2,3,1,9,not acept,furnished,5600
1,72,2,1,1,7,acept,not furnished,1440
0,200,3,4,2,4,not acept,not furnished,2000
1,250,3,2,1,2,acept,not furnished,8500
1,126,2,1,0,0,acept,not furnished,1700
1,290,3,3,2,0,acept,furnished,15000
1,166,2,1,5,0,acept,furnished,2200
1,133,3,2,0,6,acept,not furnished,2957
1,208,3,4,3,1,acept,not furnished,3800
1,178,3,3,0,17,acept,not furnished,6400
1,49,2,1,1,5,acept,not furnished,1650
1,42,1,1,1,6,acept,furnished,1861
1,236,3,4,5,0,acept,not furnished,3700
1,50,1,1,0,0,acept,not furnished,820
1,45,1,1,0,3,acept,not furnished,1137
1,60,1,1,1,8,acept,not furnished,4600
1,180,3,2,2,3,acept,not furnished,2500
1,68,2,2,1,14,acept,not furnished,2083
1,35,1,1,0,4,acept,not furnished,1248
1,170,3,3,4,4,acept,not furnished,5000
1,101,3,2,2,12,acept,not furnished,5500
1,35,1,1,0,2,not acept,furnished,1587
1,155,4,5,3,3,not acept,not furnished,3500
1,213,3,4,3,2,acept,not furnished,3800
1,110,2,3,3,0,acept,not furnished,2200
1,70,2,1,1,8,not acept,not furnished,2000
0,44,1,1,0,7,acept,not furnished,550
1,73,2,2,1,16,acept,not furnished,2240
1,285,4,5,4,6,acept,furnished,20000
1,40,1,1,0,0,not acept,not furnished,780
1,330,5,6,2,11,acept,not furnished,8950
1,140,3,3,2,12,not acept,not furnished,2400
1,120,3,4,3,4,acept,not furnished,4440
1,60,3,2,1,0,acept,furnished,2430
1,311,3,6,4,23,not acept,furnished,12500
1,92,2,2,0,2,acept,not furnished,2650
1,380,3,3,4,0,acept,furnished,4200
1,69,2,2,2,8,acept,furnished,3063
1,60,2,2,1,1,acept,not furnished,2514
0,85,3,1,2,9,acept,not furnished,2600
1,140,4,2,1,8,acept,furnished,2400
1,50,2,1,1,14,acept,not furnished,1500
1,25,1,1,0,1,not acept,not furnished,885
1,250,3,1,0,0,acept,not furnished,4300
1,178,3,3,4,12,not acept,furnished,15000
1,145,3,3,2,2,acept,not furnished,11000
1,36,1,1,0,2,acept,furnished,1684
0,144,4,3,2,13,acept,not furnished,1750
1,70,2,1,0,0,acept,not furnished,1300
1,30,1,1,0,12,acept,furnished,3300
1,53,2,2,1,15,acept,not furnished,2100
0,350,4,6,6,0,acept,not furnished,7600
1,30,1,1,0,2,not acept,not furnished,2060
1,17,1,1,0,2,acept,not furnished,2700
1,200,3,3,1,5,acept,not furnished,3200
1,100,2,1,0,0,acept,not furnished,1100
1,127,3,2,1,10,acept,not furnished,6156
1,58,2,1,0,13,acept,not furnished,1480
1,25,1,1,0,2,not acept,not furnished,620
0,92,3,2,3,17,acept,not furnished,3700
1,320,3,4,4,5,acept,furnished,15000
0,82,1,1,1,0,acept,not furnished,1200
1,65,2,2,1,12,not acept,furnished,6000
1,80,2,1,0,0,acept,not furnished,1439
1,50,1,1,1,12,not acept,furnished,3148
1,50,2,1,1,8,acept,not furnished,1100
1,20,1,1,0,9,acept,furnished,1650
0,164,3,2,2,0,acept,not furnished,2100
1,260,4,5,5,3,acept,furnished,15000
1,40,1,1,0,0,acept,not furnished,960
0,200,3,3,3,0,acept,not furnished,2000
1,22,1,1,0,26,acept,not furnished,2050
1,390,3,3,2,1,not acept,not furnished,6500
1,141,3,3,2,0,acept,not furnished,4000
1,55,2,2,1,5,acept,not furnished,1850
1,55,2,1,1,11,acept,not furnished,1300
0,300,3,3,4,0,acept,not furnished,3800
0,96,2,3,2,8,not acept,not furnished,4169
1,100,3,2,1,0,acept,not furnished,3500
1,50,2,1,1,1,acept,not furnished,1200
0,250,2,1,6,0,acept,not furnished,2200
0,74,3,2,1,17,acept,not furnished,1120
1,62,2,2,1,9,acept,furnished,2500
1,70,1,1,0,4,not acept,not furnished,1300
1,18,1,1,0,0,acept,not furnished,1720
1,80,2,2,2,0,acept,furnished,5500
0,62,2,1,2,7,acept,not furnished,1500
0,77,3,1,0,0,acept,not furnished,1000
1,86,2,1,1,12,acept,not furnished,3007
1,56,2,2,2,1,acept,not furnished,1630
1,69,2,1,0,4,acept,not furnished,3000
1,126,3,2,2,13,acept,not furnished,2400
1,70,2,1,1,8,acept,not furnished,2960
1,205,3,3,4,0,acept,not furnished,6500
1,70,2,1,1,7,acept,not furnished,1727
1,130,2,2,2,3,acept,not furnished,6200
1,63,2,2,1,0,acept,not furnished,1920
1,36,1,1,0,11,acept,not furnished,2100
1,102,3,3,0,7,acept,not furnished,3500
1,49,1,1,1,3,not acept,not furnished,2300
1,360,3,5,3,14,not acept,not furnished,12500
1,16,1,1,0,6,not acept,not furnished,1173
1,120,2,3,1,15,not acept,furnished,8500
0,330,4,6,6,0,acept,furnished,8000
1,40,1,1,0,1,not acept,not furnished,980
1,188,3,3,1,4,not acept,furnished,6000
1,700,4,7,8,0,acept,not furnished,45000
1,105,1,1,2,29,not acept,not furnished,8700
1,230,5,5,3,0,acept,not furnished,9900
1,60,2,1,1,3,acept,not furnished,1600
1,70,2,1,1,0,acept,not furnished,1300
0,55,2,1,1,3,acept,not furnished,940
1,100,3,3,2,13,acept,not furnished,6300
1,270,3,4,0,1,acept,not furnished,3500
1,36,1,1,1,9,acept,furnished,2600
1,105,2,2,2,8,acept,not furnished,6500
1,120,2,1,1,0,acept,not furnished,4000
1,16,1,1,0,1,not acept,not furnished,850
1,300,4,4,4,12,acept,not furnished,10000
1,115,2,2,1,18,acept,furnished,6500
1,67,1,2,1,12,acept,furnished,2850
1,100,2,1,0,0,not acept,not furnished,2000
1,320,4,4,8,0,acept,not furnished,7000
1,77,2,1,0,3,acept,not furnished,2050
1,270,3,4,2,6,acept,not furnished,6500
0,104,2,3,2,1,acept,furnished,4600
1,70,2,1,1,7,acept,furnished,1800
1,68,1,1,0,3,acept,not furnished,1500
1,410,4,5,5,1,acept,not furnished,20000
1,60,1,1,0,3,not acept,not furnished,1200
1,270,3,2,4,21,acept,not furnished,13000
1,65,2,1,1,3,acept,not furnished,3000
1,100,2,1,3,0,not acept,not furnished,2700
1,250,3,4,2,10,acept,not furnished,10000
1,119,3,3,1,4,not acept,furnished,3510
1,394,4,6,4,23,acept,furnished,4000
0,660,5,5,4,0,acept,not furnished,5000
1,40,1,1,0,3,acept,not furnished,1555
1,60,3,1,1,15,acept,furnished,2390
1,240,3,2,2,17,not acept,not furnished,9800
1,180,3,1,1,18,acept,not furnished,9500
1,400,4,4,4,0,acept,not furnished,7500
1,250,3,4,3,4,acept,not furnished,14000
0,60,2,1,0,1,acept,not furnished,1170
0,77,2,2,1,9,acept,not furnished,1200
1,154,4,3,3,21,acept,not furnished,7000
1,250,3,3,2,0,not acept,not furnished,3700
0,450,4,5,4,0,acept,furnished,6900
1,179,3,3,0,9,not acept,furnished,12000
1,400,5,5,4,0,acept,not furnished,15000
1,102,2,1,0,1,acept,not furnished,1700
1,45,2,2,0,0,not acept,not furnished,1630
1,90,1,2,2,13,not acept,furnished,8000
1,230,3,3,3,7,acept,not furnished,3916
1,220,2,4,2,0,acept,furnished,6200
1,58,1,2,1,5,acept,not furnished,1250
0,67,2,2,2,12,acept,not furnished,1070
1,113,3,2,1,6,acept,not furnished,3000
1,111,3,4,3,1,acept,not furnished,2700
1,50,2,1,1,1,acept,not furnished,1450
1,54,2,1,1,11,not acept,furnished,3500
1,300,5,5,2,0,acept,not furnished,4000
1,65,2,2,1,6,acept,not furnished,2360
1,80,2,2,2,0,not acept,not furnished,3600
1,50,2,1,1,11,acept,not furnished,1200
1,35,1,1,1,1,acept,not furnished,1020
1,200,3,2,1,0,not acept,not furnished,2700
0,43,1,1,1,5,acept,not furnished,900
1,41,1,1,0,12,acept,not furnished,1573
1,63,1,1,1,9,not acept,furnished,7400
1,190,4,4,3,11,acept,furnished,7000
1,500,4,4,4,0,acept,not furnished,7500
1,73,3,2,1,9,acept,not furnished,1850
0,104,3,1,0,3,not acept,not furnished,700
1,35,1,1,0,0,acept,not furnished,700
1,120,2,2,2,0,acept,not furnished,5500
1,55,2,3,2,0,acept,not furnished,1850
1,240,2,1,5,0,acept,not furnished,2600
1,400,4,5,3,3,acept,furnished,6000
1,200,2,3,1,10,acept,not furnished,4500
1,40,1,1,1,1,not acept,furnished,2049
1,68,2,1,0,12,acept,not furnished,1300
1,150,2,3,0,0,acept,not furnished,4000
1,50,2,1,1,8,acept,not furnished,1700
0,113,3,2,2,11,acept,not furnished,1450
1,88,2,2,2,1,not acept,furnished,6250
1,90,3,2,3,1,acept,not furnished,1500
1,350,3,3,8,0,acept,not furnished,9240
1,340,4,6,4,0,acept,furnished,11470
1,86,2,1,1,9,not acept,not furnished,5800
1,216,4,3,0,17,acept,furnished,8000
1,170,4,5,3,14,acept,furnished,5200
1,400,3,3,6,0,acept,not furnished,15000
0,77,2,1,1,7,acept,furnished,1200
0,350,4,5,4,0,acept,not furnished,8000
1,145,4,2,2,0,acept,not furnished,2230
1,180,4,1,1,13,acept,not furnished,8500
1,144,4,2,2,6,acept,not furnished,5500
1,60,2,1,1,3,acept,not furnished,3005
1,220,4,3,0,3,acept,not furnished,6000
1,60,2,1,1,8,acept,furnished,6400
1,165,3,1,2,0,acept,not furnished,3800
1,400,5,6,4,15,acept,not furnished,3502
1,77,3,2,1,1,acept,not furnished,1900
1,215,3,4,4,0,acept,not furnished,10000
0,78,3,2,2,3,acept,not furnished,1780
1,96,2,2,2,12,acept,not furnished,1800
1,400,4,5,4,13,acept,furnished,7000
1,120,3,2,2,5,not acept,not furnished,5000
1,53,2,1,1,8,acept,furnished,3250
1,70,2,1,0,1,acept,not furnished,1750
1,100,3,3,0,5,acept,not furnished,6330
0,69,2,1,1,2,acept,not furnished,800
1,25,1,1,0,0,not acept,not furnished,1350
1,68,3,2,1,3,acept,furnished,1299
1,30,1,1,1,10,acept,furnished,1850
1,156,2,4,2,11,acept,not furnished,10000
1,33,1,1,0,12,not acept,furnished,3000
1,205,3,5,1,8,acept,not furnished,2800
1,79,2,3,1,14,acept,not furnished,3100
1,70,3,2,1,4,acept,furnished,2550
1,40,1,1,0,8,not acept,not furnished,1094
0,438,5,4,0,0,acept,not furnished,7735
1,30,1,1,0,0,not acept,not furnished,1000
1,212,3,5,3,7,acept,not furnished,7000
1,32,1,1,0,3,acept,not furnished,1700
1,269,4,4,5,21,acept,furnished,14000
1,63,2,1,1,5,acept,not furnished,1100
1,39,1,1,0,10,acept,furnished,2000
1,200,3,2,3,3,acept,not furnished,4000
1,290,3,3,1,5,acept,not furnished,2500
1,30,1,1,1,18,not acept,not furnished,1950
1,176,4,5,0,1,acept,furnished,9500
1,77,2,2,1,6,acept,not furnished,3000
1,47,1,1,0,2,acept,not furnished,1490
1,135,3,2,0,3,acept,not furnished,4500
1,108,2,3,2,0,acept,not furnished,2100
1,212,4,3,2,17,acept,not furnished,13800
1,140,2,4,1,11,acept,not furnished,8900
0,51,2,1,1,1,not acept,not furnished,800
1,42,1,1,1,9,acept,furnished,3800
1,108,3,3,3,11,acept,furnished,4000
0,53,1,1,0,6,acept,not furnished,500
1,254,3,3,3,11,acept,furnished,12750
0,67,3,1,1,1,not acept,not furnished,900
1,50,2,1,1,1,acept,not furnished,2000
1,115,4,4,3,2,acept,not furnished,4000
0,70,2,1,1,0,not acept,not furnished,1184
1,140,3,4,2,6,acept,not furnished,2500
1,156,2,3,2,8,acept,furnished,13590
1,295,4,4,4,21,acept,not furnished,9500
1,42,1,1,1,5,acept,not furnished,2100
1,480,4,5,2,0,acept,furnished,6000
1,65,1,2,2,3,not acept,furnished,3400
1,220,4,5,3,9,acept,not furnished,9700
1,57,2,1,2,8,acept,not furnished,2200
1,170,3,3,0,10,acept,not furnished,7500
0,55,1,1,1,2,acept,not furnished,850
1,117,4,5,4,16,acept,not furnished,2500
1,280,5,2,1,0,acept,not furnished,8000
1,140,4,3,2,10,acept,not furnished,3800
1,57,2,2,0,9,acept,not furnished,1908
1,200,3,4,2,0,acept,not furnished,2500
1,35,1,1,0,1,not acept,not furnished,900
0,30,1,1,0,15,acept,not furnished,500
1,42,1,1,0,9,acept,furnished,1500
0,69,2,1,1,7,not acept,not furnished,980
1,60,2,1,1,7,acept,not furnished,1230
1,253,3,5,5,9,acept,not furnished,6750
1,220,4,5,2,0,acept,not furnished,6500
1,127,2,3,2,1,acept,furnished,3600
1,85,3,2,1,10,acept,furnished,2730
1,470,4,6,3,0,acept,not furnished,7200
1,124,3,3,2,16,acept,not furnished,2791
1,100,2,2,0,0,not acept,not furnished,3250
1,60,2,2,1,11,acept,not furnished,4000
1,57,1,1,0,10,not acept,not furnished,2200
1,54,1,1,1,20,acept,furnished,4500
1,84,3,1,1,6,acept,not furnished,2180
1,360,3,4,1,10,acept,not furnished,10000
1,51,2,1,0,12,acept,furnished,2000
1,119,2,2,0,5,acept,not furnished,2350
1,70,2,1,0,0,not acept,not furnished,1700
1,100,3,3,2,3,not acept,not furnished,4350
1,100,2,1,0,4,acept,not furnished,1500
1,79,2,1,1,3,acept,not furnished,1444
1,220,3,4,3,2,not acept,not furnished,5150
1,100,3,1,0,0,acept,not furnished,2700
1,108,3,3,2,2,acept,not furnished,3400
1,230,2,1,8,0,acept,not furnished,4500
1,103,3,3,2,3,acept,furnished,6500
1,90,3,2,2,2,acept,not furnished,1700
1,220,4,4,2,10,acept,not furnished,3200
1,125,3,2,2,11,acept,not furnished,2100
1,54,1,1,1,8,acept,not furnished,3850
1,300,5,5,3,0,acept,not furnished,4700
1,280,3,5,3,0,acept,not furnished,8000
1,45,2,2,0,0,not acept,not furnished,1650
0,60,3,1,1,5,not acept,not furnished,1800
1,100,2,2,1,15,acept,not furnished,7100
1,40,1,1,1,10,acept,not furnished,2600
1,160,3,2,1,10,not acept,not furnished,2300
1,41,2,1,0,1,acept,not furnished,1478
1,350,5,3,6,0,acept,not furnished,6070
1,300,3,3,3,0,acept,not furnished,3500
1,89,2,2,2,20,acept,furnished,4500
1,325,4,5,7,0,acept,furnished,13000
1,170,2,2,5,0,acept,not furnished,5500
1,520,4,6,4,0,acept,not furnished,15000
1,480,4,6,5,9,acept,not furnished,15000
1,45,1,1,1,2,acept,not furnished,2500
1,89,3,1,1,2,acept,not furnished,2000
1,108,3,2,2,12,not acept,not furnished,2900
0,48,2,1,0,5,acept,not furnished,1000
1,160,3,2,2,18,acept,furnished,1900
1,160,2,3,3,0,acept,not furnished,7500
1,100,4,3,2,2,acept,not furnished,2500
1,75,3,2,1,21,acept,not furnished,2900
1,215,4,4,3,6,acept,not furnished,3400
1,125,3,4,1,2,acept,not furnished,4900
1,94,3,2,3,5,acept,not furnished,2200
1,60,2,1,1,8,acept,not furnished,2750
1,66,2,1,1,10,not acept,furnished,3800
1,300,4,5,4,0,acept,not furnished,5000
1,102,3,3,2,12,acept,not furnished,5702
1,462,7,2,3,0,not acept,not furnished,8600
0,51,2,1,2,13,not acept,not furnished,1850
1,120,3,3,2,0,acept,not furnished,3500
1,35,1,1,1,10,not acept,furnished,2800
1,229,4,2,3,2,acept,furnished,5500
1,530,4,5,6,0,not acept,not furnished,15000
0,74,3,1,1,3,acept,not furnished,1000
1,96,2,1,1,2,acept,not furnished,4300
1,181,4,5,3,5,acept,not furnished,2600
1,38,1,1,1,1,acept,not furnished,1942
1,260,2,3,4,0,acept,not furnished,5500
1,126,3,2,0,1,acept,not furnished,2210
1,98,1,2,2,4,not acept,furnished,8400
1,220,4,3,3,20,acept,furnished,5500
1,164,3,2,2,6,acept,not furnished,8500
1,50,1,1,1,3,not acept,furnished,4230
0,55,2,1,1,1,acept,not furnished,900
0,300,4,4,3,2,acept,not furnished,6000
1,40,1,1,1,1,acept,not furnished,1300
1,68,2,1,1,8,acept,not furnished,1306
1,220,2,2,3,0,acept,not furnished,10500
1,270,2,3,4,0,acept,not furnished,3270
1,255,3,4,4,9,acept,furnished,5000
1,49,1,1,1,10,not acept,not furnished,2300
1,300,3,3,5,0,acept,not furnished,5000
1,300,4,5,2,6,acept,furnished,7800
1,38,2,1,0,5,acept,furnished,3200
1,150,3,3,3,11,acept,not furnished,6000
0,200,3,2,3,0,acept,not furnished,2550
1,427,4,6,4,13,acept,not furnished,10000
1,75,3,1,1,2,acept,furnished,1900
1,150,3,3,2,0,acept,not furnished,3300
1,300,3,1,2,0,acept,not furnished,4500
1,220,3,2,1,0,acept,not furnished,5000
1,213,3,5,5,10,acept,not furnished,6200
1,320,4,6,4,4,acept,not furnished,15000
1,84,3,2,1,3,not acept,furnished,2175
1,75,2,1,0,0,not acept,furnished,2500
1,57,2,1,0,4,acept,not furnished,1700
1,16,1,1,0,1,not acept,not furnished,850
0,72,2,2,1,7,acept,not furnished,850
1,140,3,4,2,11,acept,furnished,12000
0,80,2,2,1,8,acept,furnished,2000
1,170,3,3,3,7,acept,not furnished,3000
1,67,3,1,1,9,acept,not furnished,1550
1,79,2,1,0,0,acept,not furnished,2100
1,170,3,3,3,0,acept,not furnished,3500
1,120,3,2,1,6,acept,not furnished,3200
0,206,3,2,3,15,acept,not furnished,3910
1,249,3,3,1,9,acept,furnished,8500
1,120,4,4,2,5,acept,not furnished,9500
0,260,3,4,4,0,acept,not furnished,2800
0,120,2,1,0,3,acept,not furnished,1100
1,400,4,6,4,0,acept,not furnished,15000
1,165,3,1,3,0,acept,not furnished,3400
1,55,2,1,1,6,not acept,not furnished,1800
1,75,3,2,2,12,not acept,furnished,2236
0,402,4,5,2,0,acept,furnished,7500
0,58,2,1,1,2,acept,not furnished,1200
1,50,1,1,0,0,not acept,not furnished,1220
1,60,4,4,1,5,acept,not furnished,2120
1,280,4,5,4,18,not acept,not furnished,12000
1,214,4,4,3,5,acept,not furnished,6520
